category,datetime,headline,id,image,related,source,summary,url
company,1776980760,S&P Dow Jones Indices Announces Dow Jones Best-in-Class Indices 2026 Review Results,139869527,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,SPGI,Yahoo,"S&P Dow Jones Indices (""S&P DJI""), the world's leading index provider, today announced the results of the annual Dow Jones Best-in-Class Indices (DJ BIC) rebalancing and reconstitution. The DJ BIC are float-adjusted market capitalization weighted indices that track equity markets while applying a sustainability best-in-class selection process.",https://finnhub.io/api/news?id=d82e58d83971c07a7114a9963852ee793f7533378745ff23a3f14ead28f31d96
company,1776965400,ARGAN SUCCESSFULLY PLACED AN INAUGURAL €500M GREEN BOND,139866377,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,SPGI,Yahoo,"Press release – Neuilly-sur-Seine, Thursday, April 23, 2026 – 7.30pm ARGAN successfully placed an inaugural €500m green bond ARGAN today announced it successfully placed an inaugural 500 million euros green bond, maturing in October 2029, with an annual coupon of 3.779% (i.e., a margin of MS + 100 bps) in line with the company’s expectations1, as outlined in particular in its 2025 annual results2. This first green bond—5.5 times oversubscribed—demonstrates investors’ confidence in ARGAN’s strate",https://finnhub.io/api/news?id=9954f0f26387e97827b9dcf23e58f70293cf4fc47c8e85e7a15e80fabcfc9c07
company,1776954360,S&P Global Gears Up to Report Q1 Earnings: What's in the Offing?,139864347,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,SPGI,Yahoo,"SPGI eyes Q1 results with revenues seen rising 7.6% and EPS up 4.8%, driven by strength across ratings, indices and market intelligence segments.",https://finnhub.io/api/news?id=6a8bec16a9320ddae9bdda4c08f3148f2836be3d8b9864ed7dd8b86afa46bb8c
company,1776952804,IntercontinentalExchange (ICE) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,139864348,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,SPGI,Yahoo,ICE (ICE) possesses the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,https://finnhub.io/api/news?id=d6223eab87a40df8189beec86d87fd56a32e8da133f498c0251ccd0e33adff18
company,1776951421,Here’s S&P Global’s (SPGI) Valuation Analysis,139862820,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,SPGI,Yahoo,"Montaka Global Investments, an investment management company, released its first-quarter 2026 investor letter. A copy of the letter is available to download here. The March quarter was dominated by Iran’s geopolitical conflict, which sharply revised stocks’ valuation multiples. In Q1, the portfolio holdings declined due to valuation changes, but the firm trusts in the stocks’ […]",https://finnhub.io/api/news?id=72eed90882646e3ea766366342edea60e4cafed51be215a247f2ae446a62a22e
company,1776950615,S&P Global ($SPGI) Benefits from Its Strong Growth Prospects and Defensive Stability,139862821,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,SPGI,Yahoo,"White Brook Capital Partners, an investment management firm, released its first-quarter 2026 investor letter. A copy of the letter can be downloaded here. The letter indicated that the first quarter of 2026 was a turnaround period. During this quarter, US military actions against Iran and developments in AI dominated economic discussions. These military interventions created a […]",https://finnhub.io/api/news?id=cbe4e015e0de5edc583272d7bb3e423b3cfbb13ef8c7b3fce145fca59cd4b968
company,1776950286,"Committee stocks on the move: United Rentals, Thermo Fisher, CBRE and American Express",139865654,https://image.cnbcfm.com/api/v1/image/108296338-17769621651776962162-45460792378-1080pnbcnews.jpg?v=1776962164&w=1920&h=1080,SPGI,CNBC,The Investment Committee react to some of their stocks that are moving today and reveal their strategies for each name.,https://finnhub.io/api/news?id=712ad2c21c1bd1410385b21c852302d156c645ae54d9c76e192fe6d698e7e6a7
company,1776950102,S&P Global (SPGI) Q1 Earnings Preview: What You Should Know Beyond the Headline Estimates,139864349,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,SPGI,Yahoo,"Besides Wall Street's top-and-bottom-line estimates for S&P Global (SPGI), review projections for some of its key metrics to gain a deeper understanding of how the company might have fared during the quarter ended March 2026.",https://finnhub.io/api/news?id=ae81420206210f0486932ac42323507c990cfd5abf91793925f4bb30c0ecb9db
company,1776943892,Stocks Fall Pre-Bell as US-Iran Peace Talks Stall; Traders Parse Tesla's Results,139861121,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,SPGI,Yahoo,"US equity futures were tracking in the red on Thursday, with no apparent signs of progress in peace",https://finnhub.io/api/news?id=f8960bc9f074e846946ab4121736c1ec413db12818fa3cb85affafbba52903bb
company,1776939989,U.S. Business Activity Expands in April,139863203,,SPGI,Finnhub,"By Jessica Coacci U.S. business activity in the private sector expanded in April having slowed to near-stagnation in March following the outbreak of the war in the Middle East, a monthly survey...",https://finnhub.io/api/news?id=ef9382b8c07bceed0d83994e80a8b2c8f56346b51fc8e07a2cf9f68b4928568f
