category,datetime,headline,id,image,related,source,summary,url
company,1777071203,1 Cash-Producing Stock to Keep an Eye On and 2 Facing Headwinds,139882715,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CVX,Yahoo,"A company that generates cash isn’t automatically a winner. Some businesses stockpile cash but fail to reinvest wisely, limiting their ability to expand.",https://finnhub.io/api/news?id=644e49c9990b2aeafa12be29ba8b92844fe5400ba6d76707393d07c6026826a9
company,1777067104,Chevron (CVX) Stock Declines While Market Improves: Some Information for Investors,139882716,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CVX,Yahoo,"The latest trading day saw Chevron (CVX) settling at $185.21, representing a -1.27% change from its previous close.",https://finnhub.io/api/news?id=0720d9dfdd9372a52fb86ca084d264b15608a29526b5f3003f2df50caf562ae6
company,1777059743,"Scotiabank Raises Chevron (CVX) Target, Sees Mixed Trends Across Energy Sector",139880581,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CVX,Yahoo,"Chevron Corporation (NYSE:CVX) is included among the 10 Best Bear Market Stocks to Invest in Right Now. On April 22, Scotiabank raised its price recommendation on Chevron Corporation (NYSE:CVX) to $187 from $168. It reiterated a Sector Perform rating on the shares. The firm said it is updating price targets for US Integrated Oil, Refining, […]",https://finnhub.io/api/news?id=54556a8245508e7206d294e5475f5e5f0a9fddc802b87f35e67e8e2eb4897828
company,1777056967,Cramer looks ahead to next week's big tech earnings,139888347,https://image.cnbcfm.com/api/v1/image/108297234-6ED3-MM-A-BLOCK-042426.jpg?v=1777070551&w=1920&h=1080,CVX,CNBC,'Mad Money' host Jim Cramer looks ahead to next week's market moving moments.,https://finnhub.io/api/news?id=b1cfed3ba8249597ee87e1aaf0d63aa41ba7634398bd0cae24f1bcaa25fed8e9
company,1777056790,Suelopetrol says it has not been Informed of Chevron’s (CVX) Expansion at Venezuela Joint Venture,139880582,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CVX,Yahoo,"Chevron Corporation (NYSE:CVX) is one of the 10 Best Performing Dow Stocks So Far in 2026. On April 14, 2026, Reuters reported that the international wing of Venezuelan oil giant Suelopetrol said that it had not received information of any shareholder meeting or decision permitting Chevron Corporation (NYSE:CVX) to increase its interest in a crucial […]",https://finnhub.io/api/news?id=195c4e5df2a82f2d137ecae5eaca5a5532148d4b700a498435373ca772605204
company,1777050837,Exxon Stock and Chevron Stock Are Up 20%+ YTD – Why the Long Oil Trade Is Stalling Out,139879409,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CVX,Yahoo,"Shares of Exxon Mobil (NYSE:XOM) and Chevron (NYSE:CVX) are sliding again midday Friday, extending a month-long cooldown for the two energy heavyweights. XOM stock is trading at $147, down 2% on the session, while CVX stock is at $184.34, also off 2%. The pullback looks modest on its own. Zoom out, though, and it tells ... Exxon Stock and Chevron Stock Are Up 20%+ YTD – Why the Long Oil Trade Is Stalling Out",https://finnhub.io/api/news?id=a466c7da399134eb488c498be53d9f453552800158cd9ec1418711cff577af43
company,1777039395,Chevron (CVX) Valuation Check As Oil Price Shock And Hess Deal Reshape Growth Outlook,139877605,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CVX,Yahoo,"Recent conflict in the Middle East and Iran’s closure of the Strait of Hormuz have pushed oil prices higher, putting Chevron (CVX) in focus given its large production base and diversified energy assets. See our latest analysis for Chevron. At a share price of US$187.60, Chevron has given investors a 20.33% year to date share price return and a 40.97% total shareholder return over the past year. Recent pullbacks following a strong 90 day run of 12.52% suggest momentum is being tested after a...",https://finnhub.io/api/news?id=0ed67f253509200766c4c806ca5d5d58dff269c3d511c3d4abf149d40192a5b7
company,1777039204,Earnings Preview: Chevron (CVX) Q1 Earnings Expected to Decline,139879447,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CVX,Yahoo,Chevron (CVX) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,https://finnhub.io/api/news?id=6f54af1e3303a3c360af5a9864bdf9273a0d387785d1d5524770e2aa48f3468f
company,1777035604,Chevron Corporation (CVX) Is a Trending Stock: Facts to Know Before Betting on It,139877606,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CVX,Yahoo,"Chevron (CVX) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",https://finnhub.io/api/news?id=f7530e28418e24cab26a44182f7a57692a6aeb5ec32de994b34c357845501e09
company,1777035014,Why Warren Buffett’s Highest-Yielding Berkshire Hathaway Stocks Are Contrarian Gold,139876342,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CVX,Yahoo,"Warren Buffett stepped down as CEO of Berkshire Hathaway (NYSE: BRK-B) on December 31, 2025, after six decades leading the conglomerate he transformed from a struggling textile mill into a $1 trillion empire. The “Oracle of Omaha” left his successor, Greg Abel, with a very concentrated portfolio: more than 65% of Berkshire’s $381 billion portfolio ... Why Warren Buffett’s Highest-Yielding Berkshire Hathaway Stocks Are Contrarian Gold",https://finnhub.io/api/news?id=5b6f70febec988db48b04d910702e47ccab800485e93c962bc3d90e203a4fa64
